Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,95302,Doubletree by Hilton Hotel Detroit-Dearborn,21.0,1,1,13
2005,January,256897,Holiday Inn Express Detroit - Downtown,13.25,4,2,12
2005,January,288605,Hilton Garden Inn Detroit Downtown,11.0,6,3,11
2005,January,114661,Courtyard by Marriott Detroit Downtown,9.8,5,4,10
2005,January,114654,Shorecrest Motor Inn,9.0,2,5,9
2005,January,242702,Inn on Ferry Street,7.888888888888889,18,6,8
2005,January,224064,Detroit Marriott at the Renaissance Center,6.642857142857143,14,7,7
2005,January,90003,The Westin Detroit Metropolitan Airport,5.2,15,8,6
2005,January,95294,The Atheneum,4.181818181818182,11,9,5
2005,January,89999,St. Regis,4.090909090909091,11,10,4
2005,January,94554,Marriott Detroit Airport,4.0,1,11,3
2005,January,89995,Milner Hotel,2.0,2,12,2
2005,January,89998,The Leland,1.7272727272727273,22,13,1
2005,February,95302,Doubletree by Hilton Hotel Detroit-Dearborn,21.0,1,1,0
2005,February,256897,Holiday Inn Express Detroit - Downtown,13.25,4,2,0
2005,February,288605,Hilton Garden Inn Detroit Downtown,11.0,6,3,0
2005,February,114661,Courtyard by Marriott Detroit Downtown,9.8,5,4,0
2005,February,114654,Shorecrest Motor Inn,9.0,2,5,0
2005,February,242702,Inn on Ferry Street,8.789473684210526,19,6,0
2005,February,224064,Detroit Marriott at the Renaissance Center,6.642857142857143,14,7,0
2005,February,90003,The Westin Detroit Metropolitan Airport,5.2,15,8,0
2005,February,89999,St. Regis,4.090909090909091,11,9,1
2005,February,94554,Marriott Detroit Airport,4.0,1,10,1
2005,February,95294,The Atheneum,4.0,12,11,-2
2005,February,89995,Milner Hotel,2.0,2,12,0
2005,February,89998,The Leland,1.7272727272727273,22,13,0
2005,March,95302,Doubletree by Hilton Hotel Detroit-Dearborn,21.0,1,1,0
2005,March,256897,Holiday Inn Express Detroit - Downtown,13.25,4,2,0
2005,March,288605,Hilton Garden Inn Detroit Downtown,13.0,7,3,0
2005,March,114661,Courtyard by Marriott Detroit Downtown,9.8,5,4,0
2005,March,242702,Inn on Ferry Street,9.6,20,5,1
2005,March,114654,Shorecrest Motor Inn,9.0,2,6,-1
2005,March,224064,Detroit Marriott at the Renaissance Center,7.533333333333333,15,7,0
2005,March,90003,The Westin Detroit Metropolitan Airport,5.2,15,8,0
2005,March,89999,St. Regis,4.090909090909091,11,9,0
2005,March,94554,Marriott Detroit Airport,4.0,1,10,0
2005,March,95294,The Atheneum,4.0,12,11,0
2005,March,89995,Milner Hotel,2.0,2,12,0
2005,March,89998,The Leland,1.9130434782608696,23,13,0
2005,April,95302,Doubletree by Hilton Hotel Detroit-Dearborn,20.5,2,1,0
2005,April,288605,Hilton Garden Inn Detroit Downtown,13.875,8,2,1
2005,April,256897,Holiday Inn Express Detroit - Downtown,13.25,4,3,-1
2005,April,242702,Inn on Ferry Street,10.333333333333334,21,4,1
2005,April,114661,Courtyard by Marriott Detroit Downtown,9.8,5,5,-1
2005,April,114654,Shorecrest Motor Inn,9.0,2,6,0
2005,April,224064,Detroit Marriott at the Renaissance Center,7.533333333333333,15,7,0
2005,April,89999,St. Regis,5.333333333333333,12,8,1
2005,April,90003,The Westin Detroit Metropolitan Airport,5.2,15,9,-1
2005,April,94554,Marriott Detroit Airport,4.0,1,10,0
2005,April,95294,The Atheneum,4.0,12,11,0
2005,April,89998,The Leland,2.0416666666666665,24,12,1
2005,April,89995,Milner Hotel,2.0,2,13,-1
2005,May,95302,Doubletree by Hilton Hotel Detroit-Dearborn,20.5,2,1,0
2005,May,256897,Holiday Inn Express Detroit - Downtown,15.4,5,2,1
2005,May,288605,Hilton Garden Inn Detroit Downtown,13.875,8,3,-1
2005,May,242702,Inn on Ferry Street,11.0,22,4,0
2005,May,114661,Courtyard by Marriott Detroit Downtown,9.8,5,5,0
2005,May,114654,Shorecrest Motor Inn,9.0,2,6,0
2005,May,224064,Detroit Marriott at the Renaissance Center,7.533333333333333,15,7,0
2005,May,89999,St. Regis,6.846153846153846,13,8,0
