Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,223918,TownePlace Suites Charlotte University Research Park,24.0,1,1,61
2005,January,223198,Hampton Inn and Suites Charlotte - Arrowood Rd.,23.0,1,2,60
2005,January,121915,Renaissance Charlotte Suites,23.0,1,3,59
2005,January,100870,Sleep Inn North Lake,19.0,1,4,58
2005,January,121870,VanLandingham Estate,18.0,1,5,57
2005,January,94127,Ramada Charlotte Northeast,18.0,1,6,56
2005,January,94136,Hilton Charlotte University Place,14.666666666666666,3,7,55
2005,January,121910,Hyatt Place Charlotte City Park,13.5,2,8,54
2005,January,100546,Hampton Inn University Place,13.0,2,9,53
2005,January,94199,BEST WESTERN PLUS Sterling Hotel & Suites,12.0,2,10,52
2005,January,94194,Hilton Charlotte Executive Park,10.75,4,11,51
2005,January,217635,HYATT house Charlotte Airport,8.75,4,12,50
2005,January,301309,Dunhill Hotel,8.571428571428571,7,13,49
2005,January,628474,Four Points by Sheraton Charlotte,7.8,5,14,48
2005,January,94205,Charlotte Marriott SouthPark,7.6,5,15,47
2005,January,94171,Hilton Charlotte Center City,7.6,5,16,46
2005,January,94122,Embassy Suites Hotel Charlotte,7.142857142857143,7,17,45
2005,January,94133,La Quinta Inn & Suites Charlotte Airport North,7.0,1,18,44
2005,January,223201,Omni Charlotte Hotel,6.428571428571429,7,19,43
2005,January,94146,Ramada Airport South & Conference Center,5.857142857142857,7,20,42
2005,January,258879,Westin Charlotte,5.466666666666667,15,21,41
2005,January,223195,The Ballantyne Hotel and Lodge,5.076923076923077,13,22,40
2005,January,100638,Brookwood Inn - Charlotte,5.0,1,23,39
2005,January,121855,Queen City Inn,5.0,2,24,38
2005,January,121918,Microtel Inn by Wyndham Charlotte/University Place,5.0,1,25,37
2005,January,223215,Residence Inn Charlotte Piper Glen,5.0,1,26,36
2005,January,94102,Courtyard Charlotte Arrowood,5.0,1,27,35
2005,January,252496,SpringHill Suites Charlotte Airport,5.0,1,28,34
2005,January,100636,Candlewood Suites - Charlotte University,5.0,1,29,33
2005,January,223204,Homewood Suites by Hilton Charlotte Airport / Coliseum,5.0,1,30,32
2005,January,223197,Courtyard by Marriott Charlotte City Center,5.0,2,31,31
2005,January,223196,Comfort Suites Charlotte Northlake,5.0,1,32,30
2005,January,100613,Drury Inn & Suites Charlotte North,5.0,1,33,29
2005,January,223373,Staybridge Suites Charlotte Ballantyne,5.0,1,34,28
2005,January,223374,Sonesta ES Suites Charlotte,4.5,4,35,27
2005,January,94179,Holiday Inn - Merchandise Mart,4.0,1,36,26
2005,January,94132,Quality Inn - Charlotte,4.0,1,37,25
2005,January,223916,SpringHill Suites Charlotte University Research Park,4.0,1,38,24
2005,January,577342,Residence Inn Charlotte SouthPark,4.0,1,39,23
