Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,85357,Days Inn & Suites DIA-Denver International Airport,24.0,1,1,51
2005,January,258669,Embassy Suites Denver-International Airport,17.0,3,2,50
2005,January,119992,Fairfield Inn Denver Airport,14.5,2,3,49
2005,January,120029,Residence Inn Denver Downtown,13.833333333333334,6,4,48
2005,January,83014,Embassy Suites Denver - Southeast,11.25,4,5,47
2005,January,308759,JW Marriott Denver Cherry Creek,11.25,8,6,46
2005,January,83093,The Oxford Hotel,10.857142857142858,14,7,45
2005,January,85359,Comfort Suites Denver International Airport,10.5,2,8,44
2005,January,85332,Doubletree by Hilton Hotel Denver,9.333333333333334,3,9,43
2005,January,543093,Courtyard by Marriott Denver Cherry Creek,9.25,4,10,42
2005,January,82984,Courtyard by Marriott Denver Stapleton,9.0,1,11,41
2005,January,82982,Comfort Inn Downtown,7.75,4,12,40
2005,January,83051,Hyatt Regency Denver Tech Center,7.571428571428571,7,13,39
2005,January,83023,Fairfield Inn Denver Cherry Creek,7.333333333333333,3,14,38
2005,January,120083,Denver Marriott Tech Center,7.333333333333333,3,15,37
2005,January,1190033,Hilton Garden Inn Denver Tech Center,7.333333333333333,6,16,36
2005,January,111562,Renaissance Denver Hotel,6.714285714285714,7,17,35
2005,January,85325,Ramada Inn Downtown Denver,6.6,5,18,34
2005,January,83091,The Burnsley All Suite Hotel,6.363636363636363,11,19,33
2005,January,83097,Warwick Denver Hotel,5.588235294117647,17,20,32
2005,January,83046,Grand Hyatt Denver Downtown,5.363636363636363,11,21,31
2005,January,85343,Denver's Best Inn and Suites,5.0,1,22,30
2005,January,85341,Comfort Inn Central,5.0,1,23,29
2005,January,85344,La Quinta Inn Denver Central,5.0,1,24,28
2005,January,85368,La Quinta Inn & Suites Denver Airport DIA,5.0,1,25,27
2005,January,83099,The Westin Denver Downtown,4.769230769230769,13,26,26
2005,January,83088,The Brown Palace Hotel and Spa,4.666666666666667,3,27,25
2005,January,120056,Hotel Monaco Denver - a Kimpton Hotel,4.35,20,28,24
2005,January,119975,Jet Hotel,4.333333333333333,3,29,23
2005,January,120058,Hotel Teatro,4.266666666666667,15,30,22
2005,January,85353,Drury Inn Denver East,4.0,1,31,21
2005,January,85372,Courtyard by Marriott Denver Airport,4.0,2,32,20
2005,January,120036,Notel Motel,3.75,4,33,19
2005,January,114326,Loews Denver Hotel,3.6666666666666665,9,34,18
2005,January,83057,Denver Marriott City Center,3.6666666666666665,6,35,17
2005,January,83038,Ramada Plaza Denver Central Hotel,3.6666666666666665,3,36,16
2005,January,125845,Embassy Suites Hotel Denver - Aurora,3.6,5,37,15
2005,January,83044,Howard Johnson Inn Denver,3.5,2,38,14
2005,January,85638,Denver Stapleton Hotel,3.5,2,39,13
2005,January,83040,Magnolia Hotel Denver,3.5,8,40,12
2005,January,82960,Holiday Inn Select Denver - Cherry Creek,3.357142857142857,14,41,11
2005,January,270508,Hotel VQ,3.272727272727273,11,42,10
2005,January,119941,Crowne Plaza Hotel Denver,2.8333333333333335,6,43,9
2005,January,83060,Four Points by Sheraton Denver Southeast,2.5,2,44,8
2005,January,85375,Comfort Inn Denver International Airport,2.3333333333333335,3,45,7
2005,January,119993,Courtyard by Marriott Denver Downtown,2.0,1,46,6
2005,January,82992,Days Inn Central,1.5,2,47,5
2005,January,85366,Quality Inn Denver,1.5,2,48,4
2005,January,119939,Motel 5,1.0,1,49,3
2005,January,119949,Budget Inn Motel,1.0,1,50,2
2005,January,1751673,Super 8 Denver - Airport,1.0,1,51,1
2005,February,85357,Days Inn & Suites DIA-Denver International Airport,24.0,1,1,0
2005,February,119992,Fairfield Inn Denver Airport,14.5,2,2,1
2005,February,258669,Embassy Suites Denver-International Airport,13.8,5,3,-1
2005,February,85353,Drury Inn Denver East,12.0,2,4,27
2005,February,120029,Residence Inn Denver Downtown,11.625,8,5,-1
2005,February,83014,Embassy Suites Denver - Southeast,11.25,4,6,-1
2005,February,308759,JW Marriott Denver Cherry Creek,11.25,8,7,-1
2005,February,83093,The Oxford Hotel,10.857142857142858,14,8,-1
2005,February,85359,Comfort Suites Denver International Airport,10.5,2,9,-1
2005,February,85332,Doubletree by Hilton Hotel Denver,9.333333333333334,3,10,-1
2005,February,543093,Courtyard by Marriott Denver Cherry Creek,9.25,4,11,-1
2005,February,82984,Courtyard by Marriott Denver Stapleton,9.0,1,12,-1
2005,February,83046,Grand Hyatt Denver Downtown,7.923076923076923,13,13,8
2005,February,82982,Comfort Inn Downtown,7.75,4,14,-2
2005,February,83023,Fairfield Inn Denver Cherry Creek,7.333333333333333,3,15,-1
2005,February,83051,Hyatt Regency Denver Tech Center,7.125,8,16,-3
2005,February,1190033,Hilton Garden Inn Denver Tech Center,7.0,7,17,-1
2005,February,111562,Renaissance Denver Hotel,6.714285714285714,7,18,-1
2005,February,83091,The Burnsley All Suite Hotel,6.363636363636363,11,19,0
2005,February,120083,Denver Marriott Tech Center,6.0,4,20,-5
2005,February,85325,Ramada Inn Downtown Denver,6.0,6,21,-3
2005,February,83097,Warwick Denver Hotel,5.588235294117647,17,22,-2
2005,February,85343,Denver's Best Inn and Suites,5.0,1,23,-1
2005,February,85341,Comfort Inn Central,5.0,1,24,-1
2005,February,85344,La Quinta Inn Denver Central,5.0,1,25,-1
2005,February,85368,La Quinta Inn & Suites Denver Airport DIA,5.0,1,26,-1
2005,February,83088,The Brown Palace Hotel and Spa,5.0,4,27,0
2005,February,83099,The Westin Denver Downtown,4.769230769230769,13,28,-2
2005,February,82960,Holiday Inn Select Denver - Cherry Creek,4.666666666666667,15,29,12
2005,February,119975,Jet Hotel,4.333333333333333,3,30,-1
2005,February,120056,Hotel Monaco Denver - a Kimpton Hotel,4.285714285714286,21,31,-3
2005,February,120058,Hotel Teatro,4.125,16,32,-2
2005,February,85372,Courtyard by Marriott Denver Airport,4.0,2,33,-1
2005,February,120036,Notel Motel,3.75,4,34,-1
2005,February,114326,Loews Denver Hotel,3.6666666666666665,9,35,-1
2005,February,83057,Denver Marriott City Center,3.6666666666666665,6,36,-1
2005,February,83038,Ramada Plaza Denver Central Hotel,3.6666666666666665,3,37,-1
2005,February,125845,Embassy Suites Hotel Denver - Aurora,3.6,5,38,-1
2005,February,83044,Howard Johnson Inn Denver,3.5,2,39,-1
2005,February,85638,Denver Stapleton Hotel,3.5,2,40,-1
2005,February,83040,Magnolia Hotel Denver,3.5,8,41,-1
2005,February,270508,Hotel VQ,3.1666666666666665,12,42,0
2005,February,119941,Crowne Plaza Hotel Denver,2.8333333333333335,6,43,0
2005,February,83060,Four Points by Sheraton Denver Southeast,2.5,2,44,0
2005,February,85375,Comfort Inn Denver International Airport,2.3333333333333335,3,45,0
2005,February,119993,Courtyard by Marriott Denver Downtown,2.0,1,46,0
2005,February,82992,Days Inn Central,1.5,2,47,0
2005,February,85366,Quality Inn Denver,1.5,2,48,0
2005,February,119939,Motel 5,1.0,1,49,0
2005,February,119949,Budget Inn Motel,1.0,1,50,0
2005,February,1751673,Super 8 Denver - Airport,1.0,1,51,0
2005,March,85357,Days Inn & Suites DIA-Denver International Airport,24.0,1,1,0
2005,March,119992,Fairfield Inn Denver Airport,14.5,2,2,0
2005,March,258669,Embassy Suites Denver-International Airport,13.8,5,3,0
2005,March,85332,Doubletree by Hilton Hotel Denver,12.25,4,4,6
2005,March,120029,Residence Inn Denver Downtown,11.625,8,5,0
2005,March,83014,Embassy Suites Denver - Southeast,11.25,4,6,0
2005,March,308759,JW Marriott Denver Cherry Creek,11.25,8,7,0
2005,March,83093,The Oxford Hotel,10.857142857142858,14,8,0
2005,March,85359,Comfort Suites Denver International Airport,10.5,2,9,0
2005,March,85353,Drury Inn Denver East,9.333333333333334,3,10,-6
2005,March,543093,Courtyard by Marriott Denver Cherry Creek,9.25,4,11,0
2005,March,83046,Grand Hyatt Denver Downtown,9.142857142857142,14,12,1
2005,March,82984,Courtyard by Marriott Denver Stapleton,9.0,1,13,-1
2005,March,83051,Hyatt Regency Denver Tech Center,8.88888888888889,9,14,2
2005,March,82982,Comfort Inn Downtown,7.75,4,15,-1
2005,March,83023,Fairfield Inn Denver Cherry Creek,7.333333333333333,3,16,-1
2005,March,83091,The Burnsley All Suite Hotel,7.230769230769231,13,17,2
2005,March,111562,Renaissance Denver Hotel,6.714285714285714,7,18,0
2005,March,83097,Warwick Denver Hotel,6.611111111111111,18,19,3
2005,March,1190033,Hilton Garden Inn Denver Tech Center,6.375,8,20,-3
2005,March,120083,Denver Marriott Tech Center,6.0,4,21,-1
2005,March,85325,Ramada Inn Downtown Denver,6.0,6,22,-1
2005,March,120056,Hotel Monaco Denver - a Kimpton Hotel,5.565217391304348,23,23,8
2005,March,85343,Denver's Best Inn and Suites,5.0,1,24,-1
2005,March,85341,Comfort Inn Central,5.0,1,25,-1
2005,March,85344,La Quinta Inn Denver Central,5.0,1,26,-1
2005,March,85368,La Quinta Inn & Suites Denver Airport DIA,5.0,1,27,-1
2005,March,83088,The Brown Palace Hotel and Spa,4.8,5,28,-1
2005,March,82960,Holiday Inn Select Denver - Cherry Creek,4.666666666666667,15,29,0
2005,March,83099,The Westin Denver Downtown,4.642857142857143,14,30,-2
2005,March,120058,Hotel Teatro,4.352941176470588,17,31,1
2005,March,119975,Jet Hotel,4.333333333333333,3,32,-2
2005,March,85372,Courtyard by Marriott Denver Airport,4.0,2,33,0
2005,March,120036,Notel Motel,3.75,4,34,0
2005,March,114326,Loews Denver Hotel,3.6666666666666665,9,35,0
2005,March,83057,Denver Marriott City Center,3.6666666666666665,6,36,0
2005,March,83038,Ramada Plaza Denver Central Hotel,3.6666666666666665,3,37,0
2005,March,125845,Embassy Suites Hotel Denver - Aurora,3.6,5,38,0
2005,March,83044,Howard Johnson Inn Denver,3.5,2,39,0
2005,March,119949,Budget Inn Motel,3.5,2,40,10
2005,March,85638,Denver Stapleton Hotel,3.5,2,41,-1
2005,March,83040,Magnolia Hotel Denver,3.5,8,42,-1
2005,March,270508,Hotel VQ,3.1666666666666665,12,43,-1
2005,March,119941,Crowne Plaza Hotel Denver,2.8333333333333335,6,44,-1
2005,March,83060,Four Points by Sheraton Denver Southeast,2.5,2,45,-1
2005,March,85375,Comfort Inn Denver International Airport,2.3333333333333335,3,46,-1
2005,March,119993,Courtyard by Marriott Denver Downtown,2.0,1,47,-1
2005,March,82992,Days Inn Central,1.5,2,48,-1
2005,March,85366,Quality Inn Denver,1.5,2,49,-1
2005,March,119939,Motel 5,1.0,1,50,-1
2005,March,1751673,Super 8 Denver - Airport,1.0,1,51,0
2005,April,85357,Days Inn & Suites DIA-Denver International Airport,24.0,1,1,0
2005,April,223852,TownePlace Suites Denver Downtown,23.0,1,2,53
2005,April,85343,Denver's Best Inn and Suites,15.0,2,3,21
2005,April,119992,Fairfield Inn Denver Airport,14.666666666666666,3,4,-2
2005,April,258669,Embassy Suites Denver-International Airport,13.8,5,5,-2
2005,April,225093,Red Lion Hotel Denver Central,13.0,1,6,49
2005,April,543093,Courtyard by Marriott Denver Cherry Creek,12.0,5,7,4
2005,April,85346,La Quinta Inn Denver Cherry Creek,12.0,1,8,47
2005,April,308759,JW Marriott Denver Cherry Creek,12.0,9,9,-2
2005,April,83093,The Oxford Hotel,11.8,15,10,-2
2005,April,120029,Residence Inn Denver Downtown,11.625,8,11,-6
2005,April,83014,Embassy Suites Denver - Southeast,11.25,4,12,-6
2005,April,85359,Comfort Suites Denver International Airport,10.5,2,13,-4
2005,April,85332,Doubletree by Hilton Hotel Denver,10.2,5,14,-10
2005,April,83046,Grand Hyatt Denver Downtown,9.933333333333334,15,15,-3
2005,April,85353,Drury Inn Denver East,9.333333333333334,3,16,-6
2005,April,82984,Courtyard by Marriott Denver Stapleton,9.0,1,17,-4
2005,April,83051,Hyatt Regency Denver Tech Center,8.88888888888889,9,18,-4
2005,April,119993,Courtyard by Marriott Denver Downtown,8.5,2,19,28
2005,April,82982,Comfort Inn Downtown,7.75,4,20,-5
2005,April,119941,Crowne Plaza Hotel Denver,7.375,8,21,23
2005,April,83023,Fairfield Inn Denver Cherry Creek,7.333333333333333,3,22,-6
2005,April,83091,The Burnsley All Suite Hotel,7.230769230769231,13,23,-6
2005,April,111562,Renaissance Denver Hotel,6.714285714285714,7,24,-6
2005,April,83097,Warwick Denver Hotel,6.611111111111111,18,25,-6
2005,April,83088,The Brown Palace Hotel and Spa,6.428571428571429,7,26,2
2005,April,1190033,Hilton Garden Inn Denver Tech Center,6.375,8,27,-7
2005,April,120083,Denver Marriott Tech Center,6.0,4,28,-7
2005,April,85325,Ramada Inn Downtown Denver,6.0,6,29,-7
2005,April,83099,The Westin Denver Downtown,5.875,16,30,0
2005,April,120056,Hotel Monaco Denver - a Kimpton Hotel,5.565217391304348,23,31,-8
2005,April,120058,Hotel Teatro,5.5,18,32,-1
2005,April,85341,Comfort Inn Central,5.0,1,33,-8
2005,April,85344,La Quinta Inn Denver Central,5.0,1,34,-8
2005,April,85368,La Quinta Inn & Suites Denver Airport DIA,5.0,1,35,-8
2005,April,82960,Holiday Inn Select Denver - Cherry Creek,4.666666666666667,15,36,-7
2005,April,82992,Days Inn Central,4.333333333333333,3,37,11
2005,April,119975,Jet Hotel,4.333333333333333,3,38,-6
2005,April,270508,Hotel VQ,4.076923076923077,13,39,4
2005,April,85372,Courtyard by Marriott Denver Airport,4.0,2,40,-7
2005,April,120036,Notel Motel,3.75,4,41,-7
2005,April,114326,Loews Denver Hotel,3.6666666666666665,9,42,-7
2005,April,83057,Denver Marriott City Center,3.6666666666666665,6,43,-7
2005,April,83038,Ramada Plaza Denver Central Hotel,3.6666666666666665,3,44,-7
2005,April,125845,Embassy Suites Hotel Denver - Aurora,3.6,5,45,-7
2005,April,83044,Howard Johnson Inn Denver,3.5,2,46,-7
2005,April,119949,Budget Inn Motel,3.5,2,47,-7
2005,April,85638,Denver Stapleton Hotel,3.5,2,48,-7
2005,April,83040,Magnolia Hotel Denver,3.4444444444444446,9,49,-7
2005,April,83060,Four Points by Sheraton Denver Southeast,2.5,2,50,-5
2005,April,85375,Comfort Inn Denver International Airport,2.3333333333333335,3,51,-5
2005,April,85366,Quality Inn Denver,1.5,2,52,-3
2005,April,119939,Motel 5,1.0,1,53,-3
2005,April,1751673,Super 8 Denver - Airport,1.0,1,54,-3
2005,May,223852,TownePlace Suites Denver Downtown,23.0,1,1,1
2005,May,85357,Days Inn & Suites DIA-Denver International Airport,19.5,2,2,-1
2005,May,85343,Denver's Best Inn and Suites,15.0,2,3,0
2005,May,119992,Fairfield Inn Denver Airport,14.666666666666666,3,4,0
2005,May,258669,Embassy Suites Denver-International Airport,13.8,5,5,0
2005,May,308759,JW Marriott Denver Cherry Creek,13.3,10,6,3
2005,May,85353,Drury Inn Denver East,13.25,4,7,9
2005,May,120029,Residence Inn Denver Downtown,12.555555555555555,9,8,3
2005,May,543093,Courtyard by Marriott Denver Cherry Creek,12.0,5,9,-2
2005,May,85346,La Quinta Inn Denver Cherry Creek,12.0,1,10,-2
2005,May,83093,The Oxford Hotel,11.8,15,11,-1
2005,May,83014,Embassy Suites Denver - Southeast,11.25,4,12,0
2005,May,85359,Comfort Suites Denver International Airport,10.5,2,13,0
2005,May,83046,Grand Hyatt Denver Downtown,10.25,16,14,1
2005,May,85332,Doubletree by Hilton Hotel Denver,10.2,5,15,-1
2005,May,82984,Courtyard by Marriott Denver Stapleton,9.0,1,16,1
2005,May,83051,Hyatt Regency Denver Tech Center,8.88888888888889,9,17,1
2005,May,1190033,Hilton Garden Inn Denver Tech Center,8.444444444444445,9,18,9
2005,May,83088,The Brown Palace Hotel and Spa,8.333333333333334,9,19,7
2005,May,82982,Comfort Inn Downtown,7.833333333333333,6,20,0
2005,May,119941,Crowne Plaza Hotel Denver,7.375,8,21,0
2005,May,83023,Fairfield Inn Denver Cherry Creek,7.333333333333333,3,22,0
2005,May,83091,The Burnsley All Suite Hotel,7.230769230769231,13,23,0
2005,May,225093,Red Lion Hotel Denver Central,7.0,2,24,-18
2005,May,83099,The Westin Denver Downtown,6.9411764705882355,17,25,5
2005,May,119993,Courtyard by Marriott Denver Downtown,6.666666666666667,3,26,-7
2005,May,83097,Warwick Denver Hotel,6.611111111111111,18,27,-2
2005,May,111562,Renaissance Denver Hotel,6.25,8,28,-4
2005,May,120083,Denver Marriott Tech Center,6.0,4,29,-1
2005,May,85325,Ramada Inn Downtown Denver,6.0,6,30,-1
2005,May,120058,Hotel Teatro,5.5,18,31,1
2005,May,120056,Hotel Monaco Denver - a Kimpton Hotel,5.458333333333333,24,32,-1
2005,May,114326,Loews Denver Hotel,5.3,10,33,9
2005,May,85341,Comfort Inn Central,5.0,1,34,-1
2005,May,85344,La Quinta Inn Denver Central,5.0,2,35,-1
2005,May,85368,La Quinta Inn & Suites Denver Airport DIA,5.0,1,36,-1
2005,May,82960,Holiday Inn Select Denver - Cherry Creek,4.666666666666667,15,37,-1
2005,May,82992,Days Inn Central,4.333333333333333,3,38,-1
2005,May,119975,Jet Hotel,4.333333333333333,3,39,-1
2005,May,270508,Hotel VQ,4.214285714285714,14,40,-1
2005,May,85372,Courtyard by Marriott Denver Airport,4.0,2,41,-1
2005,May,120036,Notel Motel,3.75,4,42,-1
2005,May,83057,Denver Marriott City Center,3.6666666666666665,6,43,0
2005,May,83038,Ramada Plaza Denver Central Hotel,3.6666666666666665,3,44,0
2005,May,125845,Embassy Suites Hotel Denver - Aurora,3.6,5,45,0
2005,May,83044,Howard Johnson Inn Denver,3.5,2,46,0
2005,May,119949,Budget Inn Motel,3.5,2,47,0
