Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,313947,4 East Madison Inn Boutique Hotel,21.0,1,1,30
2005,January,111408,Henderson's Wharf Inn,10.227272727272727,22,2,29
2005,January,275870,Residence Inn Baltimore White Marsh,9.75,4,3,28
2005,January,77730,BEST WESTERN PLUS Hotel & Conference Center,9.0,1,4,27
2005,January,93889,Tremont Suites Hotel and Grand Historic Venue,8.869565217391305,23,5,26
2005,January,89336,Royal Sonesta Harbor Court Baltimore,8.285714285714286,21,6,25
2005,January,89327,Brookshire Suites,7.1875,16,7,24
2005,January,89358,Renaissance Baltimore Harborplace Hotel,6.869565217391305,23,8,23
2005,January,89361,Sheraton Inner Harbor Hotel,6.75,12,9,22
2005,January,309189,Hampton Inn & Suites Baltimore Inner Harbor,6.714285714285714,7,10,21
2005,January,89343,Hyatt Regency Baltimore,6.5625,16,11,20
2005,January,89344,Baltimore Marriott Inner Harbor at Camden Yards,6.25,8,12,19
2005,January,291397,Mount Vernon Hotel,6.0,9,13,18
2005,January,124839,Admiral Fell Inn,5.4,10,14,17
2005,January,89326,Biltmore Suites Hotel,5.2727272727272725,11,15,16
2005,January,89353,Radisson Plaza Lord Baltimore,5.2272727272727275,22,16,15
2005,January,223983,Baltimore Marriott Waterfront,5.1923076923076925,26,17,14
2005,January,224642,Hampton Inn Baltimore / White Marsh,5.0,1,18,13
2005,January,100407,Hilton Garden Inn Baltimore / White Marsh,5.0,1,19,12
2005,January,120957,Pier 5 Hotel,4.533333333333333,30,20,11
2005,January,124186,Sleep Inn & Suites Airport,4.0,1,21,10
2005,January,89340,BEST WESTERN Baltimore West,4.0,7,22,9
2005,January,223985,Courtyard by Marriott Baltimore Downtown / Inner Harbor,3.8,5,23,8
2005,January,631880,Americas Best Value Inn,3.5,2,24,7
2005,January,217536,La Quinta Inn & Suites Baltimore North,3.3333333333333335,3,25,6
2005,January,89331,Days Inn Inner Harbor,2.8,10,26,5
2005,January,89367,Days Inn Baltimore,2.3333333333333335,3,27,4
2005,January,89382,Four Points by Sheraton BWI Airport,2.0,2,28,3
2005,January,89362,Motel 6 Baltimore,1.0,1,29,2
2005,January,89357,Rodeway Inn & Suites,1.0,1,30,1
2005,February,313947,4 East Madison Inn Boutique Hotel,21.0,1,1,0
2005,February,100407,Hilton Garden Inn Baltimore / White Marsh,14.5,2,2,17
2005,February,111408,Henderson's Wharf Inn,10.826086956521738,23,3,-1
2005,February,275870,Residence Inn Baltimore White Marsh,9.75,4,4,-1
2005,February,77730,BEST WESTERN PLUS Hotel & Conference Center,9.0,1,5,-1
