Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,224590,Hilton Garden Inn Jacksonville Airport,23.0,1,1,48
2005,January,120167,Motel 6 Jacksonville Southeast,19.0,1,2,47
2005,January,120174,Hilton Garden Inn Jacksonville JTB / Deerwood Park,18.0,1,3,46
2005,January,120106,Motel 6 Jacksonville Airport,12.0,1,4,45
2005,January,88458,Holiday Inn Express Hotel & Suites Jacksonville South,8.0,3,5,44
2005,January,120135,Jameson Inn,7.75,4,6,43
2005,January,120177,"Country Inn & Suites By Carlson, Jacksonville",7.333333333333333,3,7,42
2005,January,261234,Wingate by Wyndham Jacksonville Airport,7.25,4,8,41
2005,January,120153,SpringHill Suites Jacksonville / Deerwood,6.333333333333333,3,9,40
2005,January,84654,Jacksonville Marriott,6.333333333333333,3,10,39
2005,January,88403,Jacksonville Airport Hotel,6.0,7,11,38
2005,January,88442,La Quinta Inn & Suites Jacksonville Butler Blvd,5.428571428571429,7,12,37
2005,January,120141,The Beach Landing Motel,5.0,1,13,36
2005,January,247710,Wingate by Wyndham Jacksonville / Mayo Clinic Area,5.0,1,14,35
2005,January,88410,Homewood Suites by Hilton Jacksonville,5.0,3,15,34
2005,January,84655,Omni Jacksonville Hotel,4.6875,16,16,33
2005,January,1223992,Wingate by Wyndam Jacksonville South,4.333333333333333,9,17,32
2005,January,84635,Quality Inn & Suites Baymeadows,4.25,4,18,31
2005,January,88400,BEST WESTERN Jacksonville Airport,4.0,1,19,30
2005,January,84636,Courtyard Jacksonville Mayo Clinic/Beaches,4.0,1,20,29
2005,January,84661,Residence Inn Jacksonville Baymeadows,4.0,1,21,28
2005,January,120138,Comfort Suites Airport,4.0,2,22,27
2005,January,88417,Hampton Inn Jacksonville-Downtown-I-95,4.0,1,23,26
2005,January,120124,The Inn at Mayo Clinic,3.8,5,24,25
2005,January,88429,Stars Rest Inn,3.7142857142857144,7,25,24
2005,January,252242,Hospitality Inn,3.6666666666666665,3,26,23
2005,January,88460,Crowne Plaza Jacksonville Riverfront Hotel,3.4,10,27,22
2005,January,88401,Fairfield Inn Jacksonville Airport,3.0,1,28,21
2005,January,84617,America's Best Inn Jacksonville,3.0,2,29,20
2005,January,226993,Homestead Studio Suites - Jacksonville - Baymeadows,3.0,2,30,19
2005,January,84647,Embassy Suites Hotel Jacksonville - Baymeadows,3.0,2,31,18
2005,January,88408,Ramada Conference Center Mandarin,3.0,1,32,17
2005,January,84656,BEST WESTERN Hotel JTB / Southpoint,2.8,5,33,16
2005,January,120161,Red Roof Inn Jacksonville - Orange Park,2.0,1,34,15
2005,January,88416,Hampton Inn Jacksonville - I-95 South,2.0,1,35,14
2005,January,120109,Microtel Inn & Suites by Wyndham Jacksonville/Near Butler Blvd,2.0,1,36,13
2005,January,120160,Red Roof Inn - Jacksonville Airport,2.0,1,37,12
2005,January,88425,Extended Stay Deluxe - Jacksonville - Butler Blvd.,1.0,1,38,11
2005,January,84650,Quality Inn Conference Center,1.0,1,39,10
2005,January,120157,Scottish Inn,1.0,3,40,9
2005,January,88405,Baymeadows Inn & Suites,1.0,1,41,8
2005,January,84660,Red Carpet Inn,1.0,3,42,7
2005,January,120131,Kings Inn,1.0,1,43,6
2005,January,88444,Diamond Inn Motel Jacksonville West,1.0,2,44,5
2005,January,294735,Knights Inn Jacksonville,1.0,1,45,4
2005,January,239840,Suburban Extended Stay Hotel of Jacksonville / Baymeadows,1.0,1,46,3
2005,January,88451,Howard Johnson Inn and Suites Jacksonville,1.0,1,47,2
2005,January,88395,La Quinta Inn Jacksonville Airport North,1.0,1,48,1
2005,February,224590,Hilton Garden Inn Jacksonville Airport,23.0,1,1,0
2005,February,120167,Motel 6 Jacksonville Southeast,19.0,1,2,0
2005,February,120174,Hilton Garden Inn Jacksonville JTB / Deerwood Park,18.0,1,3,0
2005,February,120106,Motel 6 Jacksonville Airport,12.0,1,4,0
2005,February,88408,Ramada Conference Center Mandarin,9.0,2,5,27
2005,February,84636,Courtyard Jacksonville Mayo Clinic/Beaches,8.666666666666666,3,6,14
2005,February,88458,Holiday Inn Express Hotel & Suites Jacksonville South,8.0,3,7,-2
2005,February,120135,Jameson Inn,7.75,4,8,-2
2005,February,88403,Jacksonville Airport Hotel,7.5,8,9,2
2005,February,120177,"Country Inn & Suites By Carlson, Jacksonville",7.333333333333333,3,10,-3
2005,February,261234,Wingate by Wyndham Jacksonville Airport,7.25,4,11,-3
2005,February,84654,Jacksonville Marriott,6.333333333333333,3,12,-2
2005,February,120153,SpringHill Suites Jacksonville / Deerwood,5.75,4,13,-4
2005,February,88442,La Quinta Inn & Suites Jacksonville Butler Blvd,5.428571428571429,7,14,-2
2005,February,120141,The Beach Landing Motel,5.0,1,15,-2
2005,February,247710,Wingate by Wyndham Jacksonville / Mayo Clinic Area,5.0,2,16,-2
2005,February,88410,Homewood Suites by Hilton Jacksonville,5.0,3,17,-2
2005,February,84655,Omni Jacksonville Hotel,4.6875,16,18,-2
2005,February,1223992,Wingate by Wyndam Jacksonville South,4.333333333333333,9,19,-2
2005,February,84635,Quality Inn & Suites Baymeadows,4.25,4,20,-2
2005,February,88400,BEST WESTERN Jacksonville Airport,4.0,1,21,-2
2005,February,84661,Residence Inn Jacksonville Baymeadows,4.0,1,22,-1
2005,February,120138,Comfort Suites Airport,4.0,2,23,-1
2005,February,88417,Hampton Inn Jacksonville-Downtown-I-95,4.0,1,24,-1
2005,February,120124,The Inn at Mayo Clinic,3.8,5,25,-1
2005,February,88429,Stars Rest Inn,3.7142857142857144,7,26,-1
2005,February,252242,Hospitality Inn,3.6666666666666665,3,27,-1
2005,February,88460,Crowne Plaza Jacksonville Riverfront Hotel,3.4,10,28,-1
2005,February,88401,Fairfield Inn Jacksonville Airport,3.0,1,29,-1
2005,February,84617,America's Best Inn Jacksonville,3.0,2,30,-1
2005,February,226993,Homestead Studio Suites - Jacksonville - Baymeadows,3.0,2,31,-1
2005,February,84647,Embassy Suites Hotel Jacksonville - Baymeadows,3.0,2,32,-1
2005,February,84656,BEST WESTERN Hotel JTB / Southpoint,2.8,5,33,0
2005,February,120161,Red Roof Inn Jacksonville - Orange Park,2.0,1,34,0
2005,February,88416,Hampton Inn Jacksonville - I-95 South,2.0,1,35,0
2005,February,120109,Microtel Inn & Suites by Wyndham Jacksonville/Near Butler Blvd,2.0,1,36,0
2005,February,120160,Red Roof Inn - Jacksonville Airport,2.0,1,37,0
2005,February,88425,Extended Stay Deluxe - Jacksonville - Butler Blvd.,1.0,1,38,0
2005,February,84650,Quality Inn Conference Center,1.0,1,39,0
2005,February,120157,Scottish Inn,1.0,3,40,0
2005,February,88405,Baymeadows Inn & Suites,1.0,1,41,0
2005,February,84660,Red Carpet Inn,1.0,3,42,0
2005,February,120131,Kings Inn,1.0,1,43,0
2005,February,88444,Diamond Inn Motel Jacksonville West,1.0,2,44,0
2005,February,294735,Knights Inn Jacksonville,1.0,1,45,0
2005,February,239840,Suburban Extended Stay Hotel of Jacksonville / Baymeadows,1.0,1,46,0
2005,February,88451,Howard Johnson Inn and Suites Jacksonville,1.0,1,47,0
2005,February,88395,La Quinta Inn Jacksonville Airport North,1.0,1,48,0
2005,March,88406,Residence Inn Jacksonville Butler Boulevard,24.0,1,1,50
