Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,112136,Penn's View Hotel,23.0,1,1,55
2005,January,102519,Holiday Inn Philadelphia Stadium,14.0,3,2,54
2005,January,102463,Courtyard Philadelphia Downtown,9.0,9,3,53
2005,January,112124,Four Seasons Hotel Philadelphia,9.0,16,4,52
2005,January,74363,BEST WESTERN PLUS Independence Park Hotel,8.8,5,5,51
2005,January,226730,"Rittenhouse 1715, A Boutique Hotel",8.777777777777779,9,6,50
2005,January,96711,Hyatt Regency Philadelphia at Penn's Landing,8.214285714285714,28,7,49
2005,January,122343,Sofitel Philadelphia Hotel,7.862745098039215,51,8,48
2005,January,142181,Comfort Inn Downtown/Historic Area,7.857142857142857,7,9,47
2005,January,102466,Philadelphia Marriott Downtown,6.954545454545454,22,10,46
2005,January,217682,Club Quarters,6.7631578947368425,38,11,45
2005,January,102537,Fairfield Inn Philadelphia Airport,6.5,6,12,44
2005,January,247008,Residence Inn Philadelphia Center City,6.428571428571429,7,13,43
2005,January,96737,Radisson Plaza-Warwick Hotel Philadelphia,6.315789473684211,19,14,42
2005,January,115448,Travelodge Philadelphia Convention Center,6.2,5,15,41
2005,January,220057,Four Points by Sheraton Philadelphia Airport,6.0,5,16,40
2005,January,102510,Hyatt at the Bellevue,5.833333333333333,18,17,39
2005,January,122315,Alexander Inn,5.809523809523809,21,18,38
2005,January,123541,Hilton Garden Inn Philadelphia Center City,5.75,12,19,37
2005,January,220059,Westin Philadelphia,5.714285714285714,21,20,36
2005,January,125307,Sonesta Hotel Philadelphia,5.5625,16,21,35
2005,January,112134,Omni Hotel at Independence Park,5.285714285714286,21,22,34
2005,January,96712,Latham Hotel,5.176470588235294,17,23,33
2005,January,96688,Embassy Suites Philadelphia - Center City,5.0,22,24,32
2005,January,499019,Morris House Hotel,5.0,1,25,31
2005,January,102707,Sheraton Philadelphia University City Hotel,4.857142857142857,7,26,30
2005,January,96730,Society Hill Hotel,4.846153846153846,13,27,29
2005,January,224279,Hampton Inn Philadelphia Convention Center,4.823529411764706,17,28,28
2005,January,220058,Sheraton Suites Philadelphia Airport,4.714285714285714,7,29,27
2005,January,96705,Holiday Inn Express Philadelphia Midtown,4.666666666666667,15,30,26
2005,January,102480,Doubletree by Hilton Philadelphia Center City,4.612903225806452,31,31,25
2005,January,115444,Philadelphia Airport Marriott,4.285714285714286,7,32,24
2005,January,122332,Ritz-Carlton Philadelphia,4.071428571428571,14,33,23
2005,January,112132,Loews Philadelphia Hotel,4.051282051282051,39,34,22
2005,January,122335,Roosevelt Inn,4.0,2,35,21
2005,January,102542,Courtyard by Marriott Philadelphia Airport,4.0,2,36,20
2005,January,96721,Renaissance Philadelphia Airport,4.0,2,37,19
2005,January,224280,Hilton Inn at Penn,4.0,7,38,18
2005,January,96686,Embassy Suites Philadelphia - Airport,3.888888888888889,9,39,17
2005,January,122325,The Windsor Suites,3.6363636363636362,22,40,16
